trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.4, 'e': 0.47711391552103444}",20,0,-94.84406984118748,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",1
186,False,"{'a': 0.4, 'e': 0.47520927168614446}",20,0,-16.74340340198635,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
187,False,"{'a': 0.4, 'e': 0.4733122312097393}",25,15,17.34761966457228,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.4, 'e': 0.47142276373913083}",25,2,-12.293960740717939,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 0}",1
189,False,"{'a': 0.4, 'e': 0.4695408390427993}",20,0,-101.4663717682391,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
190,False,"{'a': 0.4, 'e': 0.4676664270099093}",30,10,-72.58419358270253,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",1
191,False,"{'a': 0.4, 'e': 0.46579949764982825}",30,14,10.375790852327782,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
192,False,"{'a': 0.4, 'e': 0.46394002109164667}",25,8,13.5871007976852,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
193,False,"{'a': 0.4, 'e': 0.4620879675837}",25,9,-34.610881189921635,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
194,False,"{'a': 0.4, 'e': 0.46024330749309256}",30,12,-43.97299093146982,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 1}",1
195,False,"{'a': 0.4, 'e': 0.45840601130522357}",20,5,-29.445340057189885,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 1}",1
196,False,"{'a': 0.4, 'e': 0.4565760496233148}",30,15,4.061926389028296,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
197,False,"{'a': 0.4, 'e': 0.4547533931679401}",30,3,-55.554705575118916,"{0: 20, 1: 4, 2: 2, 3: 0, 4: 1}",1
198,False,"{'a': 0.4, 'e': 0.45293801277655765}",20,3,-14.139503550804093,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
199,False,"{'a': 0.4, 'e': 0.4511298794030424}",25,12,7.937830644917935,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
200,False,"{'a': 0.4, 'e': 0.44932896411722156}",20,0,-62.72759057550825,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
201,False,"{'a': 0.4, 'e': 0.44753523810441237}",20,11,-40.17171016269729,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 1}",1
202,False,"{'a': 0.4, 'e': 0.4457486726649602}",25,7,-44.202516530413305,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 1}",1
203,False,"{'a': 0.4, 'e': 0.44396923921378006}",35,16,-61.65582776637717,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 1}",1
204,False,"{'a': 0.4, 'e': 0.44219690927989863}",25,4,-125.55451658285516,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 3}",1
205,False,"{'a': 0.4, 'e': 0.4404316545059992}",25,9,-24.620612005002087,"{0: 12, 1: 2, 2: 1, 3: 1, 4: 0}",1
206,False,"{'a': 0.4, 'e': 0.43867344664796787}",20,2,-9.3770458041555,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
207,False,"{'a': 0.4, 'e': 0.43692225757444114}",20,6,-10.798150250366499,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
208,False,"{'a': 0.4, 'e': 0.4351780592663567}",35,6,-73.25733273648005,"{0: 24, 1: 1, 2: 2, 3: 0, 4: 2}",1
209,False,"{'a': 0.4, 'e': 0.4334408238165043}",20,0,-54.605482007294064,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
210,False,"{'a': 0.4, 'e': 0.43171052342907973}",25,9,-7.778350140289562,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
211,False,"{'a': 0.4, 'e': 0.42998713041923975}",25,8,-62.62832591564262,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 2}",1
212,False,"{'a': 0.4, 'e': 0.4282706172126597}",25,9,-36.28425086824623,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
213,False,"{'a': 0.4, 'e': 0.4265609563450914}",25,0,-94.85451155359972,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
214,False,"{'a': 0.4, 'e': 0.42485812046192456}",35,17,-8.58464421374759,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
215,False,"{'a': 0.4, 'e': 0.4231620823177489}",35,4,-102.09335791235225,"{0: 23, 1: 2, 2: 3, 3: 1, 4: 2}",1
216,False,"{'a': 0.4, 'e': 0.42147281477591764}",20,10,-42.16429851320966,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
217,False,"{'a': 0.4, 'e': 0.4197902908081142}",25,11,-72.12623546526574,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
218,False,"{'a': 0.4, 'e': 0.41811448349391933}",35,0,-3.417670771209231,"{0: 30, 1: 1, 2: 4, 3: 0, 4: 0}",0
219,False,"{'a': 0.4, 'e': 0.41644536602038007}",20,0,-11.33503509341848,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
220,False,"{'a': 0.4, 'e': 0.4147829116815814}",30,18,-54.2709588896986,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 1}",1
221,False,"{'a': 0.4, 'e': 0.4131270938782183}",20,8,-3.338083565666573,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
222,False,"{'a': 0.4, 'e': 0.41147788611717057}",25,18,0.13361329969292068,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
223,False,"{'a': 0.4, 'e': 0.40983526201107895}",20,8,5.125180269555768,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
224,False,"{'a': 0.4, 'e': 0.4081991952779227}",20,8,-9.137210150364272,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
225,False,"{'a': 0.4, 'e': 0.40656965974059905}",20,12,-81.72914906526456,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 2}",1
226,False,"{'a': 0.4, 'e': 0.4049466293265049}",25,16,15.788260302963051,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.4, 'e': 0.4033300780671187}",25,0,-17.407610939561273,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
228,False,"{'a': 0.4, 'e': 0.4017199800975861}",20,8,-1.600503415726402,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
229,False,"{'a': 0.4, 'e': 0.40011630965630496}",20,0,-113.76493332085033,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
230,False,"{'a': 0.4, 'e': 0.39851904108451414}",20,0,-10.039986607794367,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
231,False,"{'a': 0.4, 'e': 0.39692814882588245}",20,10,-2.2662079680725205,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
232,False,"{'a': 0.4, 'e': 0.3953436074260998}",35,2,-4.918137132824574,"{0: 29, 1: 1, 2: 2, 3: 1, 4: 0}",1
233,False,"{'a': 0.4, 'e': 0.39376539153247}",25,14,-43.479706631494665,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
234,False,"{'a': 0.4, 'e': 0.392193475893505}",25,7,-11.51761974886441,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
235,False,"{'a': 0.4, 'e': 0.3906278353585211}",20,14,-1.3255620060125661,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
236,False,"{'a': 0.4, 'e': 0.38906844487723635}",20,0,-34.01957856531219,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
237,False,"{'a': 0.4, 'e': 0.3875152794993697}",25,15,-5.364200716937745,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
238,False,"{'a': 0.4, 'e': 0.38596831437424206}",20,10,-0.8717010789411486,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
239,False,"{'a': 0.4, 'e': 0.38442752475037845}",20,0,-64.28594715506001,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
240,False,"{'a': 0.4, 'e': 0.382892885975112}",25,0,-52.840002464708206,"{0: 19, 1: 0, 2: 4, 3: 2, 4: 0}",0
241,False,"{'a': 0.4, 'e': 0.3813643734941895}",25,11,-50.4083395998374,"{0: 9, 1: 3, 2: 1, 3: 0, 4: 1}",1
242,False,"{'a': 0.4, 'e': 0.3798419628513787}",20,0,-26.56081300117508,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
243,False,"{'a': 0.4, 'e': 0.3783256296880768}",20,0,-41.665452892156345,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
244,False,"{'a': 0.4, 'e': 0.37681534974292086}",30,9,-59.62700819389544,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 1}",1
245,False,"{'a': 0.4, 'e': 0.37531109885139957}",20,7,-46.54156093616435,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
246,False,"{'a': 0.4, 'e': 0.37381285294546646}",25,0,9.953631912154481,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
247,False,"{'a': 0.4, 'e': 0.37232058805315527}",25,13,17.414306730789207,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.4, 'e': 0.37083428029819565}",35,3,-162.56591942396375,"{0: 22, 1: 1, 2: 3, 3: 4, 4: 2}",1
249,False,"{'a': 0.4, 'e': 0.369353905899632}",25,11,-18.000379342529687,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
250,False,"{'a': 0.4, 'e': 0.36787944117144233}",20,10,9.119766232210377,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.4, 'e': 0.3664108625221595}",35,14,-23.117561852545567,"{0: 16, 1: 2, 2: 2, 3: 1, 4: 0}",1
252,False,"{'a': 0.4, 'e': 0.3649481464544937}",20,0,-41.19737907116563,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
253,False,"{'a': 0.4, 'e': 0.3634912695649568}",20,4,-40.834728947178945,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 1}",1
254,False,"{'a': 0.4, 'e': 0.3620402085434874}",35,20,-26.774602172131537,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
255,False,"{'a': 0.4, 'e': 0.3605949401730783}",35,19,-54.54242165772868,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 1}",1
256,False,"{'a': 0.4, 'e': 0.35915544132940463}",20,3,-51.679218946237484,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
257,False,"{'a': 0.4, 'e': 0.3577216889804542}",20,0,-17.322075317284252,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
258,False,"{'a': 0.4, 'e': 0.3562936601861588}",25,0,-107.36034429446651,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 3}",0
259,False,"{'a': 0.4, 'e': 0.3548713320980274}",25,11,1.474317033543348,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
260,False,"{'a': 0.4, 'e': 0.3534546819587801}",20,0,-4.106307482565753,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
261,False,"{'a': 0.4, 'e': 0.3520436871019846}",20,0,22.055718840320793,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
262,False,"{'a': 0.4, 'e': 0.3506383249516929}",30,10,29.583732945005053,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.4, 'e': 0.3492385730220808}",25,0,-86.69977084984215,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
264,False,"{'a': 0.4, 'e': 0.3478444089170874}",25,4,-56.3128264096216,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 1}",1
265,False,"{'a': 0.4, 'e': 0.3464558103300574}",25,3,-28.191392865855462,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
266,False,"{'a': 0.4, 'e': 0.34507275504338375}",30,0,-91.3095063531498,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 3}",0
267,False,"{'a': 0.4, 'e': 0.34369522092815236}",25,15,6.875984948338548,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
268,False,"{'a': 0.4, 'e': 0.34232318594378797}",30,0,-73.2514660988362,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 2}",0
269,False,"{'a': 0.4, 'e': 0.34095662813770156}",25,11,18.33344719815968,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.4, 'e': 0.3395955256449391}",20,0,-72.09570737797195,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
271,False,"{'a': 0.4, 'e': 0.33823985668783174}",20,0,-17.81351541545939,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
272,False,"{'a': 0.4, 'e': 0.3368895995756471}",20,0,-12.603589531110241,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
273,False,"{'a': 0.4, 'e': 0.3355447327042427}",30,16,16.382538506603904,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
274,False,"{'a': 0.4, 'e': 0.33420523455571977}",25,11,-31.645175616441865,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 1}",1
275,False,"{'a': 0.4, 'e': 0.3328710836980795}",20,8,-23.81997297621985,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
276,False,"{'a': 0.4, 'e': 0.33154225878487964}",30,17,-5.46105693406663,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
277,False,"{'a': 0.4, 'e': 0.3302187385548933}",25,11,-48.04482511686384,"{0: 10, 1: 0, 2: 2, 3: 2, 4: 0}",1
278,False,"{'a': 0.4, 'e': 0.32890050183176844}",25,14,3.262545156804266,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.4, 'e': 0.3275875275236895}",25,0,-3.9862995236834253,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
280,False,"{'a': 0.4, 'e': 0.32627979462303947}",20,1,-78.32484895111895,"{0: 14, 1: 0, 2: 2, 3: 2, 4: 1}",1
281,False,"{'a': 0.4, 'e': 0.32497728220606403}",20,7,10.22363388441683,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
282,False,"{'a': 0.4, 'e': 0.3236799694325367}",25,0,34.091519633756945,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
283,False,"{'a': 0.4, 'e': 0.3223878355454255}",20,0,-39.41919580677383,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
284,False,"{'a': 0.4, 'e': 0.32110085987056064}",25,18,-1.7358893632432606,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.4, 'e': 0.31981902181630384}",25,2,-8.287729946430067,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 0}",1
286,False,"{'a': 0.4, 'e': 0.31854230087321894}",20,12,15.812977477190323,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.4, 'e': 0.3172706766137436}",20,13,13.125831161114085,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.4, 'e': 0.31600412869186245}",30,22,12.271062912544533,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.4, 'e': 0.3147426368427819}",25,11,-82.35591816063948,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 2}",1
290,False,"{'a': 0.4, 'e': 0.3134861808826053}",20,12,-0.5440192823860288,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
291,False,"{'a': 0.4, 'e': 0.31223474070801055}",25,12,12.501127313171793,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
292,False,"{'a': 0.4, 'e': 0.3109882962959281}",25,1,-2.7570011676706736,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
293,False,"{'a': 0.4, 'e': 0.3097468277032208}",20,14,-0.273675074073648,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
294,False,"{'a': 0.4, 'e': 0.3085103150663647}",30,0,0.8710883502441746,"{0: 27, 1: 1, 2: 1, 3: 1, 4: 0}",0
295,False,"{'a': 0.4, 'e': 0.30727873860113125}",20,9,-22.156225271129898,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
296,False,"{'a': 0.4, 'e': 0.3060520786022707}",20,0,30.487038106381156,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
297,False,"{'a': 0.4, 'e': 0.30483031544319683}",25,10,26.031706719535595,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.4, 'e': 0.30361342957567317}",20,13,0.03743315323096663,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
299,False,"{'a': 0.4, 'e': 0.3024014015294998}",20,2,-22.28682500291091,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
300,False,"{'a': 0.4, 'e': 0.30119421191220214}",30,17,-12.620482140951054,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
301,False,"{'a': 0.4, 'e': 0.29999184140872054}",20,6,-38.12427925287395,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
302,False,"{'a': 0.4, 'e': 0.29879427078110127}",25,0,-33.98153157392693,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
303,False,"{'a': 0.4, 'e': 0.29760148086818883}",25,10,13.499447480666058,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
304,False,"{'a': 0.4, 'e': 0.2964134525853191}",30,18,14.075538315475125,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.4, 'e': 0.2952301669240142}",25,7,11.548310252297844,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
306,False,"{'a': 0.4, 'e': 0.29405160495167837}",25,5,22.94141602787002,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
307,False,"{'a': 0.4, 'e': 0.2928777478112949}",20,11,-2.4176164376606284,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
308,False,"{'a': 0.4, 'e': 0.2917085767211244}",25,10,-58.03587588249617,"{0: 12, 1: 0, 2: 0, 3: 2, 4: 1}",1
309,False,"{'a': 0.4, 'e': 0.2905440729744046}",20,12,-37.78373514139057,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
310,False,"{'a': 0.4, 'e': 0.28938421793905067}",25,18,14.419402670708834,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.4, 'e': 0.2882289930573573}",25,12,0.34034748070689025,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
312,False,"{'a': 0.4, 'e': 0.28707837984570167}",20,6,-79.41447333933625,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 2}",1
313,False,"{'a': 0.4, 'e': 0.285932359894248}",25,1,25.51271074038263,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
314,False,"{'a': 0.4, 'e': 0.2847909148666525}",25,5,18.3440315204774,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
315,False,"{'a': 0.4, 'e': 0.28365402649977034}",20,10,-12.67558328493994,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
316,False,"{'a': 0.4, 'e': 0.2825216766033635}",20,3,-88.93371101235762,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 2}",1
317,False,"{'a': 0.4, 'e': 0.2813938470598095}",20,1,-43.03106221026976,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 1}",1
318,False,"{'a': 0.4, 'e': 0.28027051982381157}",25,9,-18.575140955550253,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
319,False,"{'a': 0.4, 'e': 0.27915167692210985}",25,11,-24.87810969751615,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
320,False,"{'a': 0.4, 'e': 0.27803730045319414}",20,12,6.58489152398751,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.4, 'e': 0.2769273725870171}",20,11,-4.649732599878018,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
322,False,"{'a': 0.4, 'e': 0.27582187556470933}",30,4,-23.800367901295466,"{0: 22, 1: 1, 2: 1, 3: 2, 4: 0}",1
323,False,"{'a': 0.4, 'e': 0.2747207916982948}",20,0,-17.716453863244872,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
324,False,"{'a': 0.4, 'e': 0.27362410337040804}",25,17,2.372550871185087,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
325,False,"{'a': 0.4, 'e': 0.2725317930340126}",30,10,18.135255473539143,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.4, 'e': 0.2714438432121197}",20,14,0.9082217998633606,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
327,False,"{'a': 0.4, 'e': 0.270360236497509}",20,0,-36.5502700555306,"{0: 15, 1: 2, 2: 1, 3: 2, 4: 0}",0
328,False,"{'a': 0.4, 'e': 0.26928095555244996}",20,0,-104.06426994129971,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 3}",0
329,False,"{'a': 0.4, 'e': 0.2682059831084244}",30,2,15.332673905081212,"{0: 25, 1: 2, 2: 1, 3: 0, 4: 0}",1
330,False,"{'a': 0.4, 'e': 0.26713530196585034}",25,17,1.1112235580610321,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
331,False,"{'a': 0.4, 'e': 0.26606889499380665}",20,8,9.821406208018029,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.4, 'e': 0.2650067451297589}",30,14,-23.02870224855705,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
333,False,"{'a': 0.4, 'e': 0.2639488353792868}",20,13,3.0264079004437807,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
334,False,"{'a': 0.4, 'e': 0.2628951488158116}",25,7,-16.04446946924955,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 0}",1
335,False,"{'a': 0.4, 'e': 0.261845668580326}",20,0,8.395186568148596,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
336,False,"{'a': 0.4, 'e': 0.26080037788112365}",20,0,-47.97601182831332,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
337,False,"{'a': 0.4, 'e': 0.2597592599935311}",35,12,5.388064278445242,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",1
338,False,"{'a': 0.4, 'e': 0.25872229825964005}",25,13,-15.377277797304192,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
339,False,"{'a': 0.4, 'e': 0.2576894760880406}",30,12,8.458088674994823,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
340,False,"{'a': 0.4, 'e': 0.2566607769535559}",30,4,-62.383931242368774,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 2}",1
341,False,"{'a': 0.4, 'e': 0.25563618439697783}",20,10,-24.228850190809272,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
342,False,"{'a': 0.4, 'e': 0.2546156820248037}",20,6,-71.61503487573557,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
343,False,"{'a': 0.4, 'e': 0.25359925350897383}",20,3,13.863169195931377,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
344,False,"{'a': 0.4, 'e': 0.2525868825866102}",20,9,5.283728424079964,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
345,False,"{'a': 0.4, 'e': 0.25157855305975646}",20,11,13.967391804391127,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.4, 'e': 0.2505742487951187}",20,11,1.2565534223391146,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
